Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags;AcceptedAnswers
3931;mały palec;mali prst;noun;;To je mali prst.;To jest mały palec.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3932;staw;zglob;noun;;To je zglob.;To jest staw.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3933;dłoń, ręka od nadgarstka do palców;šaka;noun;;To je šaka.;To jest dłoń.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3934;tułów;trup;noun;;To je trup.;To jest tułów.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3935;pępek;pupak;noun;;To je pupak.;To jest pępek.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3936;talia;struk;noun;;To je struk.;To jest talia.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3937;biodro;kuk;noun;;To je kuk.;To jest biodro.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3938;pachwina;prepona;noun;;To je prepona.;To jest pachwina.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3939;pośladki;stražnjica;noun;;To je stražnjica.;To są pośladki.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3940;udo;bedro;noun;;To je bedro.;To jest udo.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3941;udo jako część nogi nad kolanem;natkoljenica;noun;;To je natkoljenica.;To jest udo jako część nogi nad kolanem.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3942;podudzie;potkoljenica;noun;;To je potkoljenica.;To jest podudzie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3943;łydka;list noge;noun;;To je list noge.;To jest łydka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3944;kostka, staw skokowy;gležanj;noun;;To je gležanj.;To jest kostka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3945;podeszwa stopy;taban;noun;;To je taban.;To jest podeszwa stopy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3946;palec u nogi;nožni prst;noun;;To je nožni prst.;To jest palec u nogi.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3947;ścięgno;tetiva;noun;;To je tetiva.;To jest ścięgno.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3948;więzadło;ligament;noun;;To je ligament.;To jest więzadło.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3949;chrząstka;hrskavica;noun;;To je hrskavica.;To jest chrząstka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3950;żyła;vena;noun;;To je vena.;To jest żyła.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3951;tętnica;arterija;noun;;To je arterija.;To jest tętnica.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3952;nerw;živac;noun;;To je živac.;To jest nerw.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3953;szpik kostny;koštana srž;noun;;To je koštana srž.;To jest szpik kostny.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3954;przełyk;jednjak;noun;;To je jednjak.;To jest przełyk.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3955;tchawica;dušnik;noun;;To je dušnik.;To jest tchawica.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3956;przepona;dijafragma;noun;;To je dijafragma.;To jest przepona.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3957;jelito;crijevo;noun;;To je crijevo.;To jest jelito.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3958;trzustka;gušterača;noun;;To je gušterača.;To jest trzustka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3959;śledziona;slezena;noun;;To je slezena.;To jest śledziona.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3960;pęcherzyk żółciowy;žučni mjehur;noun;;To je žučni mjehur.;To jest pęcherzyk żółciowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3961;pęcherz moczowy;mokraćni mjehur;noun;;To je mokraćni mjehur.;To jest pęcherz moczowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3962;tarczyca;štitnjača;noun;;To je štitnjača.;To jest tarczyca.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3963;płeć;spol;noun;;To je spol.;To jest płeć.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3964;miesiączka;menstruacija;noun;;To je menstruacija.;To jest miesiączka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3965;podpaska;uložak;noun;;To je uložak.;To jest podpaska.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3966;tampon;tampon;noun;;To je tampon.;To jest tampon.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3967;prezerwatywa;kondom;noun;;To je kondom.;To jest prezerwatywa.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3968;antykoncepcja;kontracepcija;noun;;To je kontracepcija.;To jest antykoncepcja.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3969;poród;porod;noun;;To je porod.;To jest poród.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3970;karmienie piersią;dojenje;noun;;To je dojenje.;To jest karmienie piersią.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3971;pielucha;pelena;noun;;To je pelena.;To jest pielucha.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3972;smoczek;duda;noun;;To je duda.;To jest smoczek.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3973;buteleczka;bočica;noun;;To je bočica.;To jest buteleczka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3974;wózek dziecięcy;dječja kolica;noun;;To su dječja kolica.;To jest wózek dziecięcy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3975;kołyska;kolijevka;noun;;To je kolijevka.;To jest kołyska.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3976;łóżeczko;krevetić;noun;;To je krevetić.;To jest łóżeczko.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3977;grzechotka;zvečka;noun;;To je zvečka.;To jest grzechotka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3978;wysypka;osip;noun;;To je osip.;To jest wysypka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3979;świąd;svrbež;noun;;To je svrbež.;To jest świąd.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3980;pryszcz;prištić;noun;;To je prištić.;To jest pryszcz.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3981;trądzik;akne;noun;;To su akne.;To jest trądzik.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3982;zmarszczka;bora;noun;;To je bora.;To jest zmarszczka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3983;pieg;pjega;noun;;To je pjega.;To jest pieg.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3984;pieprzyk, znamię skórne;madež;noun;;To je madež.;To jest pieprzyk.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3985;brodawka skórna;bradavica;noun;;To je bradavica.;To jest brodawka skórna.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3986;pęcherz od otarcia;žulj;noun;;To je žulj.;To jest pęcherz od otarcia.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3987;zadrapanie;ogrebotina;noun;;To je ogrebotina.;To jest zadrapanie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3988;złamanie;prijelom;noun;;To je prijelom.;To jest złamanie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3989;skręcenie stawu;uganuće;noun;;To je uganuće.;To jest skręcenie stawu.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3990;naciągnięcie mięśnia lub ścięgna;istegnuće;noun;;To je istegnuće.;To jest naciągnięcie mięśnia lub ścięgna.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3991;stan zapalny;upala;noun;;To je upala.;To jest stan zapalny.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3992;ropa w ranie;gnoj;noun;;To je gnoj.;To jest ropa w ranie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3993;strup;krasta;noun;;To je krasta.;To jest strup.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3994;krwawienie;krvarenje;noun;;To je krvarenje.;To jest krwawienie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3995;omdlenie;nesvjestica;noun;;To je nesvjestica.;To jest omdlenie.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3996;zawroty głowy;vrtoglavica;noun;;To je vrtoglavica.;To są zawroty głowy.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3997;nudności;mučnina;noun;;To je mučnina.;To są nudności.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3998;wymioty;povraćanje;noun;;To je povraćanje.;To są wymioty.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
3999;biegunka;proljev;noun;;To je proljev.;To jest biegunka.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
4000;zgaga;žgaravica;noun;;To je žgaravica.;To jest zgaga.;NO;;HR_3501_4000 noun body health uzupełnienie;[]
4001;wzdęcia;nadutost;noun;;To je nadutost.;To są wzdęcia.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4002;czkawka;štucanje;noun;;To je štucanje.;To jest czkawka.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4003;kichanie;kihanje;noun;;To je kihanje.;To jest kichanie.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4004;katar;curenje nosa;noun;;To je curenje nosa.;To jest katar.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4005;zatkany nos;začepljen nos;noun;;To je začepljen nos.;To jest zatkany nos.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4006;stan gorączkowy z dreszczami;groznica;noun;;To je groznica.;To jest stan gorączkowy z dreszczami.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4007;dreszcze;zimica;noun;;To je zimica.;To są dreszcze.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4008;zapalenie gardła;upala grla;noun;;To je upala grla.;To jest zapalenie gardła.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4009;zapalenie płuc;upala pluća;noun;;To je upala pluća.;To jest zapalenie płuc.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4010;zapalenie ucha;upala uha;noun;;To je upala uha.;To jest zapalenie ucha.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4011;zapalenie zatok;upala sinusa;noun;;To je upala sinusa.;To jest zapalenie zatok.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4012;bolesność mięśni po wysiłku;upala mišića;noun;;To je upala mišića.;To jest bolesność mięśni po wysiłku.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4013;próchnica;karijes;noun;;To je karijes.;To jest próchnica.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4014;plomba zębowa;plomba;noun;;To je plomba.;To jest plomba zębowa.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4015;proteza;proteza;noun;;To je proteza.;To jest proteza.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4016;aparat ortodontyczny;aparatić za zube;noun;;To je aparatić za zube.;To jest aparat ortodontyczny.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4017;soczewki kontaktowe;kontaktne leće;noun;;To su kontaktne leće.;To są soczewki kontaktowe.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4018;aparat słuchowy;slušni aparat;noun;;To je slušni aparat.;To jest aparat słuchowy.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4019;kula do chodzenia;štaka;noun;;To je štaka.;To jest kula do chodzenia.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4020;wózek inwalidzki;invalidska kolica;noun;;To su invalidska kolica.;To jest wózek inwalidzki.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4021;gaza opatrunkowa;gaza;noun;;To je gaza.;To jest gaza opatrunkowa.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4022;okład;oblog;noun;;To je oblog.;To jest okład.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4023;gips;gips;noun;;To je gips.;To jest gips.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4024;szyna ortopedyczna;udlaga;noun;;To je udlaga.;To jest szyna ortopedyczna.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4025;maść;mast;noun;;To je mast.;To jest maść.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4026;krople do oczu;kapi za oči;noun;;To su kapi za oči.;To są krople do oczu.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4027;krople do nosa;kapi za nos;noun;;To su kapi za nos.;To są krople do nosa.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4028;syrop na kaszel;sirup protiv kašlja;noun;;To je sirup protiv kašlja.;To jest syrop na kaszel.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4029;tabletka musująca;šumeća tableta;noun;;To je šumeća tableta.;To jest tabletka musująca.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4030;czopek;čepić;noun;;To je čepić.;To jest czopek.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4031;zastrzyk;injekcija;noun;;To je injekcija.;To jest zastrzyk.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4032;strzykawka;šprica;noun;;To je šprica.;To jest strzykawka.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4033;kroplówka;infuzija;noun;;To je infuzija.;To jest kroplówka.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4034;termometr medyczny;toplomjer;noun;;To je toplomjer.;To jest termometr medyczny.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4035;ciśnieniomierz;tlakomjer;noun;;To je tlakomjer.;To jest ciśnieniomierz.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4036;poczekalnia;čekaonica;noun;;To je čekaonica.;To jest poczekalnia.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4037;gabinet lekarski;ordinacija;noun;;To je ordinacija.;To jest gabinet lekarski.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4038;przychodnia zdrowia;dom zdravlja;noun;;To je dom zdravlja.;To jest przychodnia zdrowia.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4039;szpitalny oddział ratunkowy;hitni prijam;noun;;To je hitni prijam.;To jest szpitalny oddział ratunkowy.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4040;leczenie;liječenje;noun;;To je liječenje.;To jest leczenie.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4041;powrót do zdrowia;oporavak;noun;;To je oporavak.;To jest powrót do zdrowia.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4042;rehabilitacja;rehabilitacija;noun;;To je rehabilitacija.;To jest rehabilitacja.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4043;fizjoterapeuta;fizioterapeut;noun;;To je fizioterapeut.;To jest fizjoterapeuta.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4044;dermatolog;dermatolog;noun;;To je dermatolog.;To jest dermatolog.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4045;okulista;oftalmolog;noun;;To je oftalmolog.;To jest okulista.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4046;ginekolog;ginekolog;noun;;To je ginekolog.;To jest ginekolog.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4047;pediatra;pedijatar;noun;;To je pedijatar.;To jest pediatra.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4048;psycholog;psiholog;noun;;To je psiholog.;To jest psycholog.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4049;psychoterapeuta;psihoterapeut;noun;;To je psihoterapeut.;To jest psychoterapeuta.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4050;psychiatra;psihijatar;noun;;To je psihijatar.;To jest psychiatra.;NO;;HR_4001_4500 noun body health uzupełnienie;[]
4051;tramwaj;tramvaj;noun;;To je tramvaj.;To jest tramwaj.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4052;trolejbus;trolejbus;noun;;To je trolejbus.;To jest trolejbus.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4053;minibus;minibus;noun;;To je minibus.;To jest minibus.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4054;samochód dostawczy, van;kombi;noun;;To je kombi.;To jest samochód dostawczy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4055;ciężarówka;kamion;noun;;To je kamion.;To jest ciężarówka.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4056;ciągnik siodłowy z naczepą;šleper;noun;;To je šleper.;To jest ciągnik siodłowy z naczepą.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4057;przyczepa;prikolica;noun;;To je prikolica.;To jest przyczepa.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4058;kamper;kamper;noun;;To je kamper.;To jest kamper.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4059;motocykl;motocikl;noun;;To je motocikl.;To jest motocykl.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4060;skuter;skuter;noun;;To je skuter.;To jest skuter.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4061;hulajnoga;romobil;noun;;To je romobil.;To jest hulajnoga.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4062;hulajnoga elektryczna;električni romobil;noun;;To je električni romobil.;To jest hulajnoga elektryczna.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4063;rolki;roleri;noun;;To su roleri.;To są rolki.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4064;łyżwy;klizaljke;noun;;To su klizaljke.;To są łyżwy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4065;sanki;sanjke;noun;;To su sanjke.;To są sanki.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4066;mała łódź;brodica;noun;;To je brodica.;To jest mała łódź.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4067;motorówka;gliser;noun;;To je gliser.;To jest motorówka.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4068;żaglówka;jedrilica;noun;;To je jedrilica.;To jest żaglówka.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4069;jacht;jahta;noun;;To je jahta.;To jest jacht.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4070;katamaran;katamaran;noun;;To je katamaran.;To jest katamaran.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4071;kanu;kanu;noun;;To je kanu.;To jest kanu.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4072;kajak;kajak;noun;;To je kajak.;To jest kajak.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4073;łódź podwodna;podmornica;noun;;To je podmornica.;To jest łódź podwodna.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4074;helikopter;helikopter;noun;;To je helikopter.;To jest helikopter.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4075;kolejka linowa;žičara;noun;;To je žičara.;To jest kolejka linowa.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4076;gondola kolejki linowej;gondola;noun;;To je gondola.;To jest gondola kolejki linowej.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4077;lokomotywa;lokomotiva;noun;;To je lokomotiva.;To jest lokomotywa.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4078;wagon;vagon;noun;;To je vagon.;To jest wagon.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4079;przedział kolejowy;kupe;noun;;To je kupe.;To jest przedział kolejowy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4080;szyna;tračnica;noun;;To je tračnica.;To jest szyna.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4081;linia kolejowa;željeznička pruga;noun;;To je željeznička pruga.;To jest linia kolejowa.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4082;przejazd kolejowy;željeznički prijelaz;noun;;To je željeznički prijelaz.;To jest przejazd kolejowy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4083;rozkład jazdy;vozni red;noun;;To je vozni red.;To jest rozkład jazdy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4084;peron odjazdu;polazni peron;noun;;To je polazni peron.;To jest peron odjazdu.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4085;cel podróży;odredište;noun;;To je odredište.;To jest cel podróży.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4086;punkt wyjazdu;polazište;noun;;To je polazište.;To jest punkt wyjazdu.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4087;bezpośrednie połączenie;izravna linija;noun;;To je izravna linija.;To jest bezpośrednie połączenie.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4088;bilet w jedną stronę;karta u jednom smjeru;noun;;To je karta u jednom smjeru.;To jest bilet w jedną stronę.;NO;;HR_4001_4500 noun transportation uzupełnienie;"[""jednosmjerna karta""]"
4089;bilet dobowy;dnevna karta;noun;;To je dnevna karta.;To jest bilet dobowy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4090;bilet miesięczny;mjesečna karta;noun;;To je mjesečna karta.;To jest bilet miesięczny.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4091;bilet okresowy, potocznie;pokaz;noun;;To je pokaz.;To jest bilet okresowy.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4092;kontroler biletów;kontrolor;noun;;To je kontrolor.;To jest kontroler biletów.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4093;kasownik biletów;poništivač karata;noun;;To je poništivač karata.;To jest kasownik biletów.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
4094;przystanek;stajalište;noun;;To je stajalište.;To jest przystanek.;NO;;HR_4001_4500 noun transportation uzupełnienie;[]
