Rank;Polish;Croatian;PartOfSpeech;Grammar;ExampleCroatian;ExamplePolish;FalseFriend;FalseFriendNote;Tags
1676;przynieść;donijeti;verb;1. os.: donesem;Donesi mi čašu vode.;Przynieś mi szklankę wody.;NO;;HR_1501_2000 verb home
1677;zabrać (ze sobą);ponijeti;verb;1. os.: ponesem;Ponesi jaknu za svaki slučaj.;Zabierz kurtkę na wszelki wypadek.;NO;;HR_1501_2000 verb travel
1678;na wszelki wypadek;za svaki slučaj;phrase;;Uzmi kišobran za svaki slučaj.;Weź parasol na wszelki wypadek.;NO;;HR_1501_2000 conversation
1679;parasol;kišobran;noun;rodzaj męski;Kišobran mi je u autu.;Parasol mam w samochodzie.;NO;;HR_1501_2000 noun
1680;padać (o deszczu);padati kiša;phrase;3. os.: pada kiša;Pada kiša cijeli dan.;Pada deszcz cały dzień.;NO;;HR_1501_2000 conversation
1681;przemoknąć;pokisnuti;verb;1. os.: pokisnem;Pokisnuo sam do kože.;Przemokłem do suchej nitki.;NO;;HR_1501_2000 verb
1682;skóra;koža;noun;rodzaj żeński - znaczy też skórę zwierzęcą;Koža mi je izgorjela na suncu.;Skóra spaliła mi się na słońcu.;NO;;HR_1501_2000 noun
1683;oparzenie słoneczne;opeklina od sunca;noun;rodzaj żeński;Imam opekline od sunca.;Mam oparzenia słoneczne.;NO;;HR_1501_2000 noun travel
1684;apteczka;kutija prve pomoći;noun;rodzaj żeński;Kutija prve pomoći je u autu.;Apteczka jest w samochodzie.;NO;;HR_1501_2000 noun transportation
1685;plaster;flaster;noun;rodzaj męski;Trebam flaster za prst.;Potrzebuję plastra na palec.;NO;;HR_1501_2000 noun
1686;tabletka;tableta;noun;rodzaj żeński;Uzmi tabletu protiv bolova.;Weź tabletkę przeciwbólową.;NO;;HR_1501_2000 noun
1687;przeciwbólowy;protiv bolova;phrase;;Imate li nešto protiv bolova?;Mają państwo coś przeciwbólowego?;NO;;HR_1501_2000 conversation
1688;dawka;doza;noun;rodzaj żeński;Doza je jedna tableta dnevno.;Dawka to jedna tabletka dziennie.;NO;;HR_1501_2000 noun
1689;dziennie;dnevno;adverb;;Pijem dvije litre vode dnevno.;Piję dwa litry wody dziennie.;NO;;HR_1501_2000 adverb time
1690;na czczo;natašte;adverb;;Lijek se uzima natašte.;Lek bierze się na czczo.;NO;;HR_1501_2000 adverb
1691;badanie krwi;pretraga krvi;noun;rodzaj żeński;Pretraga krvi je u utorak.;Badanie krwi jest we wtorek.;NO;;HR_1501_2000 noun
1692;wynik badania;nalaz;noun;rodzaj męski - mn. nalazi;Nalazi su uredni.;Wyniki są w normie.;NO;;HR_1501_2000 noun
1693;w normie;uredan;adjective;ž. uredna - znaczy też schludny;Sve je uredno prema doktoru.;Wszystko w normie według lekarza.;NO;;HR_1501_2000 adjective
1694;specjalista;specijalist;noun;rodzaj męski;Uputili su me specijalistu.;Skierowali mnie do specjalisty.;NO;;HR_1501_2000 noun people
1695;skierowanie;uputnica;noun;rodzaj żeński;Trebam uputnicu od liječnika.;Potrzebuję skierowania od lekarza.;NO;;HR_1501_2000 noun
1696;lekarz rodzinny;obiteljski liječnik;noun;rodzaj męski;Obiteljski liječnik prima do dva.;Lekarz rodzinny przyjmuje do drugiej.;NO;;HR_1501_2000 noun people
1697;przyjmować (pacjentów);primati;verb;1. os.: primam;Doktor prima od osam.;Lekarz przyjmuje od ósmej.;NO;;HR_1501_2000 verb
1698;umówić wizytę;naručiti se;verb;1. os.: naručim se;Naručio sam se za četvrtak.;Umówiłem się na czwartek.;NO;;HR_1501_2000 verb
1699;czekać w kolejce;čekati u redu;phrase;;Čekali smo u redu sat vremena.;Czekaliśmy w kolejce godzinę.;NO;;HR_1501_2000 conversation
1700;godzina czasu;sat vremena;phrase;częste wyrażenie;Trebat će sat vremena.;Zajmie to godzinę czasu.;NO;;HR_1501_2000 time
1701;zajmować (czas);trebati;verb;3. os.: treba - koliko treba;Koliko vremena treba do Splita?;Ile czasu zajmuje do Splitu?;NO;;HR_1501_2000 verb travel
1702;wystarczy czasu;ima vremena;phrase;;Ima vremena ne žuri.;Jest czas nie spiesz się.;NO;;HR_1501_2000 conversation
1703;zdążyć na pociąg;stići na vlak;phrase;;Nećemo stići na vlak.;Nie zdążymy na pociąg.;NO;;HR_1501_2000 transportation
1704;wyprzedzać;pretjecati;verb;1. os.: pretječem;Ne pretječi u zavoju.;Nie wyprzedzaj na zakręcie.;NO;;HR_1501_2000 verb transportation
1705;zakręt;zavoj;noun;rodzaj męski - mn. zavoji;Cesta ima puno zavoja.;Droga ma dużo zakrętów.;NO;;HR_1501_2000 noun transportation
1706;pas ruchu;traka;noun;rodzaj żeński;Vozi desnom trakom.;Jedź prawym pasem.;NO;;HR_1501_2000 noun transportation
1707;pas bezpieczeństwa;pojas;noun;rodzaj męski - veži pojas;Veži pojas molim te.;Zapnij pas proszę.;NO;;HR_1501_2000 noun transportation
1708;zapinać;vezati;verb;1. os.: vežem;Veži dijete u sjedalicu.;Zapnij dziecko w foteliku.;NO;;HR_1501_2000 verb transportation
1709;fotelik dziecięcy;dječja sjedalica;noun;rodzaj żeński;Dječja sjedalica je obavezna.;Fotelik dziecięcy jest obowiązkowy.;NO;;HR_1501_2000 noun transportation
1710;obowiązkowy;obavezan;adjective;ž. obavezna - też: obvezan;Rezervacija je obavezna.;Rezerwacja jest obowiązkowa.;NO;;HR_1501_2000 adjective travel
1711;zabronione;zabranjeno;adjective;;Pušenje je zabranjeno.;Palenie jest zabronione.;NO;;HR_1501_2000 adjective
1712;dozwolone;dozvoljeno;adjective;;Kupanje je dozvoljeno.;Kąpiel jest dozwolona.;NO;;HR_1501_2000 adjective travel
1713;kontrola;kontrola;noun;rodzaj żeński;Kontrola karata je u vlaku.;Kontrola biletów jest w pociągu.;NO;;HR_1501_2000 noun transportation
1714;kara pieniężna;novčana kazna;noun;rodzaj żeński;Novčana kazna je sto eura.;Kara pieniężna to sto euro.;NO;;HR_1501_2000 noun transportation
1715;płacić karę;platiti kaznu;phrase;;Morao je platiti kaznu.;Musiał zapłacić karę.;NO;;HR_1501_2000 transportation
1716;prawnik;odvjetnik;noun;rodzaj męski - nie advokat;Trebam savjet odvjetnika.;Potrzebuję rady prawnika.;NO;;HR_1501_2000 noun work people
1717;sąd;sud;noun;rodzaj męski - mn. sudovi;Slučaj je završio na sudu.;Sprawa skończyła się w sądzie.;NO;;HR_1501_2000 noun
1718;sprawa sądowa;sudski postupak;noun;rodzaj męski;Sudski postupak traje godinama.;Sprawa sądowa trwa latami.;NO;;HR_1501_2000 noun
1719;świadek;svjedok;noun;rodzaj męski - mn. svjedoci;Svjedok nije došao.;Świadek nie przyszedł.;NO;;HR_1501_2000 noun people
1720;winny;kriv;adjective;ž. kriva - znaczy też krzywy;Nisam ja kriv za to.;To nie ja jestem winny.;NO;;HR_1501_2000 adjective
1721;niewinny;nevin;adjective;ž. nevina;Tvrdi da je nevin.;Twierdzi że jest niewinny.;NO;;HR_1501_2000 adjective
1722;twierdzić;tvrditi;verb;1. os.: tvrdim;Tvrdi da nije znao.;Twierdzi że nie wiedział.;NO;;HR_1501_2000 verb conversation
1723;przyznawać się;priznati;verb;1. os.: priznam;Priznajem da sam pogriješio.;Przyznaję że się pomyliłem.;NO;;HR_1501_2000 verb conversation
1724;zaprzeczać;poricati;verb;1. os.: poričem;Poriče sve optužbe.;Zaprzecza wszystkim zarzutom.;NO;;HR_1501_2000 verb media
1725;oskarżać;optužiti;verb;1. os.: optužim - koga za što;Optužili su ga za krađu.;Oskarżyli go o kradzież.;NO;;HR_1501_2000 verb
1726;bronić;braniti;verb;1. os.: branim;Branio je svoj stav.;Bronił swojego stanowiska.;NO;;HR_1501_2000 verb opinions
1727;stanowisko (pogląd);stav;noun;rodzaj męski - mn. stavovi;Njegov stav se promijenio.;Jego stanowisko się zmieniło.;NO;;HR_1501_2000 noun opinions
1728;argument;argument;noun;rodzaj męski;Argument mi nije uvjerljiv.;Argument nie jest dla mnie przekonujący.;NO;;HR_1501_2000 noun opinions
1729;przekonujący;uvjerljiv;adjective;ž. uvjerljiva;Objašnjenje je uvjerljivo.;Wyjaśnienie jest przekonujące.;NO;;HR_1501_2000 adjective opinions
1730;przekonywać;uvjeriti;verb;1. os.: uvjerim - koga u što;Uvjerio me da probam.;Przekonał mnie żebym spróbował.;NO;;HR_1501_2000 verb conversation
1731;wątpić;sumnjati;verb;1. os.: sumnjam - u što;Sumnjam da će doći.;Wątpię że przyjdzie.;NO;;HR_1501_2000 verb opinions
1732;wątpliwość;sumnja;noun;rodzaj żeński;Imam male sumnje.;Mam małe wątpliwości.;NO;;HR_1501_2000 noun opinions
1733;pewność;sigurnost;noun;rodzaj żeński - znaczy też bezpieczeństwo;Nemam sigurnost u to.;Nie mam co do tego pewności.;NO;;HR_1501_2000 noun opinions
1734;prawdopodobieństwo;vjerojatnost;noun;rodzaj żeński;Vjerojatnost kiše je mala.;Prawdopodobieństwo deszczu jest małe.;NO;;HR_1501_2000 noun media
1735;na pewno nie;sigurno ne;phrase;;Sigurno ne idem tamo sam.;Na pewno nie idę tam sam.;NO;;HR_1501_2000 conversation
1736;kto wie;tko zna;phrase;;Tko zna što će biti.;Kto wie co będzie.;NO;;HR_1501_2000 conversation
1737;zobaczymy;vidjet ćemo;phrase;;Vidjet ćemo kako će ispasti.;Zobaczymy jak wyjdzie.;NO;;HR_1501_2000 conversation
1738;wychodzić (udawać się);ispasti;verb;1. os.: ispadnem;Kolač je dobro ispao.;Ciasto dobrze wyszło.;NO;;HR_1501_2000 verb food
1739;próbować (usiłować);pokušati;verb;1. os.: pokušam;Pokušat ću ponovno sutra.;Spróbuję jeszcze raz jutro.;NO;;HR_1501_2000 verb
1740;osiągać;postići;verb;1. os.: postignem;Postigli smo dogovor.;Osiągnęliśmy porozumienie.;NO;;HR_1501_2000 verb work
1741;osiągnięcie;postignuće;noun;rodzaj nijaki;To je veliko postignuće.;To wielkie osiągnięcie.;NO;;HR_1501_2000 noun work
1742;porozumienie;dogovor;noun;rodzaj męski;Dogovor vrijedi godinu dana.;Porozumienie obowiązuje rok.;NO;;HR_1501_2000 noun work
1743;obowiązywać;vrijediti;verb;3. os.: vrijedi;Karta vrijedi devedeset minuta.;Bilet obowiązuje dziewięćdziesiąt minut.;NO;;HR_1501_2000 verb transportation
1744;ważny (aktualny);važeći;adjective;ž. važeća;Putovnica mora biti važeća.;Paszport musi być ważny.;NO;;HR_1501_2000 adjective travel
1745;wygasać;isteći;verb;3. os.: istekne;Rok je istekao prošli mjesec.;Termin wygasł w zeszłym miesiącu.;NO;;HR_1501_2000 verb work
1746;przedłużać;produljiti;verb;1. os.: produljim;Moram produljiti boravak.;Muszę przedłużyć pobyt.;NO;;HR_1501_2000 verb travel
1747;pobyt;boravak;noun;rodzaj męski - gen. boravka;Boravak je bio prekratak.;Pobyt był za krótki.;NO;;HR_1501_2000 noun travel
1748;zostać dłużej;ostati dulje;phrase;;Ostajemo dulje nego planirano.;Zostajemy dłużej niż planowano.;NO;;HR_1501_2000 travel
1749;jak planowano;kako je planirano;phrase;;Sve je išlo kako je planirano.;Wszystko szło jak planowano.;NO;;HR_1501_2000 work
1750;iść dobrze;ići dobro;phrase;;Posao ide dobro ove godine.;Praca idzie dobrze w tym roku.;NO;;HR_1501_2000 work
1751;pogorszyć sytuację;pogoršati situaciju;phrase;;To bi samo pogoršalo situaciju.;To by tylko pogorszyło sytuację.;NO;;HR_1501_2000 opinions
1752;poprawa;poboljšanje;noun;rodzaj nijaki;Vidi se poboljšanje.;Widać poprawę.;NO;;HR_1501_2000 noun work
1753;poprawiać się;poboljšati se;verb;3. os.: poboljša se;Stanje se poboljšalo.;Stan się poprawił.;NO;;HR_1501_2000 verb
1754;rozwój;razvoj;noun;rodzaj męski;Razvoj grada je brz.;Rozwój miasta jest szybki.;NO;;HR_1501_2000 noun media
1755;rozwijać się;razvijati se;verb;3. os.: razvija se;Turizam se brzo razvija.;Turystyka szybko się rozwija.;NO;;HR_1501_2000 verb work
1756;nowoczesny;moderan;adjective;ž. moderna;Stan je moderno uređen.;Mieszkanie jest nowocześnie urządzone.;NO;;HR_1501_2000 adjective home
1757;urządzać (wnętrze);urediti;verb;1. os.: uredim;Uredili smo kuhinju sami.;Urządziliśmy kuchnię sami.;NO;;HR_1501_2000 verb home
1758;tradycyjny;tradicionalan;adjective;ž. tradicionalna;Ovo je tradicionalno jelo.;To tradycyjne danie.;NO;;HR_1501_2000 adjective food
1759;tradycja;tradicija;noun;rodzaj żeński;Tradicija se čuva u obitelji.;Tradycja jest pielęgnowana w rodzinie.;NO;;HR_1501_2000 noun people
1760;zachowywać (pielęgnować);čuvati;verb;1. os.: čuvam - znaczy też pilnować;Čuvamo stare fotografije.;Przechowujemy stare zdjęcia.;NO;;HR_1501_2000 verb people
1761;pilnować dzieci;čuvati djecu;phrase;;Baka čuva djecu subotom.;Babcia pilnuje dzieci w soboty.;NO;;HR_1501_2000 people
1762;niania;dadilja;noun;rodzaj żeński;Tražimo dadilju na dva sata.;Szukamy niani na dwie godziny.;NO;;HR_1501_2000 noun people work
1763;wychowywać;odgajati;verb;1. os.: odgajam;Odgajaju djecu dvojezično.;Wychowują dzieci dwujęzycznie.;NO;;HR_1501_2000 verb people
1764;dwujęzyczny;dvojezičan;adjective;ž. dvojezična;Dijete je dvojezično.;Dziecko jest dwujęzyczne.;NO;;HR_1501_2000 adjective people
1765;uczyć się na pamięć;učiti napamet;phrase;;Ne uči napamet nego razumij.;Nie ucz się na pamięć tylko rozumiej.;NO;;HR_1501_2000 conversation
1766;na pamięć;napamet;adverb;;Znam broj napamet.;Znam numer na pamięć.;NO;;HR_1501_2000 adverb
1767;powtórka;ponavljanje;noun;rodzaj nijaki;Ponavljanje je najbolja metoda.;Powtarzanie to najlepsza metoda.;NO;;HR_1501_2000 noun
1768;metoda;metoda;noun;rodzaj żeński;Ova metoda mi odgovara.;Ta metoda mi odpowiada.;NO;;HR_1501_2000 noun
1769;postęp;napredak;noun;rodzaj męski - gen. napretka;Vidim napredak u govoru.;Widzę postęp w mówieniu.;NO;;HR_1501_2000 noun
1770;robić postępy;napredovati;verb;1. os.: napredujem;Brzo napreduješ.;Szybko robisz postępy.;NO;;HR_1501_2000 verb
1771;łatwo;lako;adverb;;Lako ćeš to naučiti.;Łatwo się tego nauczysz.;NO;;HR_1501_2000 adverb
1772;trudno;teško;adverb;;Teško mi je izgovoriti to.;Trudno mi to wymówić.;NO;;HR_1501_2000 adverb conversation
1773;wymawiać;izgovoriti;verb;1. os.: izgovorim;Kako se ovo izgovara?;Jak się to wymawia?;NO;;HR_1501_2000 verb conversation
1774;literować;sricati;verb;1. os.: sričem;Možete li mi sricati prezime?;Może mi pan przeliterować nazwisko?;NO;;HR_1501_2000 verb conversation
1775;litera;slovo;noun;rodzaj nijaki - mn. slova;Zadnje slovo je ć.;Ostatnia litera to ć.;NO;;HR_1501_2000 noun conversation
1776;alfabet;abeceda;noun;rodzaj żeński;Hrvatska abeceda ima trideset slova.;Chorwacki alfabet ma trzydzieści liter.;NO;;HR_1501_2000 noun
1777;pisownia;pravopis;noun;rodzaj męski;Pravopis mi je slaba točka.;Pisownia to moja słaba strona.;NO;;HR_1501_2000 noun
1778;słaby punkt;slaba točka;noun;rodzaj żeński;Gramatika mi je slaba točka.;Gramatyka to mój słaby punkt.;NO;;HR_1501_2000 noun
1779;mocna strona;jaka strana;noun;rodzaj żeński;Slušanje mi je jaka strana.;Słuchanie to moja mocna strona.;NO;;HR_1501_2000 noun
1780;rozumieć ze słuchu;razumjeti slušanjem;phrase;;Razumijem bolje slušanjem.;Rozumiem lepiej ze słuchu.;NO;;HR_1501_2000 conversation
1781;mówić płynnie;govoriti tečno;phrase;tečan płynny;Govori tečno hrvatski.;Mówi płynnie po chorwacku.;NO;;HR_1501_2000 conversation
1782;akcent obcy;strani naglasak;noun;rodzaj męski;Ima blagi strani naglasak.;Ma lekki obcy akcent.;NO;;HR_1501_2000 noun conversation
1783;cudzoziemiec;stranac;noun;rodzaj męski - gen. stranca;Stranci se lako snađu ovdje.;Cudzoziemcy łatwo się tu odnajdują.;NO;;HR_1501_2000 noun people
1784;radzić sobie;snalaziti se;verb;1. os.: snalazim se;Snalazim se s jezikom.;Radzę sobie z językiem.;NO;;HR_1501_2000 verb
1785;dawać radę;uspijevati;verb;1. os.: uspijevam;Uspijevam pratiti razgovor.;Daję radę śledzić rozmowę.;NO;;HR_1501_2000 verb conversation
1786;przyzwyczajenie;navika;noun;rodzaj żeński;To mi je postala navika.;To stało się moim przyzwyczajeniem.;NO;;HR_1501_2000 noun
1787;stawać się;postati;verb;1. os.: postanem;Postalo je preskupo.;Stało się za drogie.;NO;;HR_1501_2000 verb
1788;zmieniać się;mijenjati se;verb;3. os.: mijenja se;Grad se brzo mijenja.;Miasto szybko się zmienia.;NO;;HR_1501_2000 verb
1789;pozostawać takim samym;ostati isti;phrase;;Cijene su ostale iste.;Ceny pozostały takie same.;NO;;HR_1501_2000 shopping
1790;porównanie;usporedba;noun;rodzaj żeński - nie poređenje;Usporedba nije poštena.;Porównanie nie jest uczciwe.;NO;;HR_1501_2000 noun opinions
1791;niż (w porównaniu);nego;conjunction;też: od + gen.;Bolje je nego prošli put.;Lepiej niż poprzednim razem.;NO;;HR_1501_2000 conjunction
1792;poprzedni raz;prošli put;phrase;;Prošli put je bilo jeftinije.;Poprzednim razem było taniej.;NO;;HR_1501_2000 time
1793;następnym razem;sljedeći put;phrase;;Sljedeći put idemo ranije.;Następnym razem pojedziemy wcześniej.;NO;;HR_1501_2000 time
1794;ostatnio;u zadnje vrijeme;phrase;;U zadnje vrijeme puno radim.;Ostatnio dużo pracuję.;NO;;HR_1501_2000 time
1795;dawno temu;davno;adverb;;To je bilo davno.;To było dawno temu.;NO;;HR_1501_2000 adverb time
1796;niedawno;nedavno;adverb;;Nedavno smo se preselili.;Niedawno się przeprowadziliśmy.;NO;;HR_1501_2000 adverb time
1797;od tamtej pory;od tada;phrase;;Od tada se nismo vidjeli.;Od tamtej pory się nie widzieliśmy.;NO;;HR_1501_2000 time
1798;przez cały czas;cijelo vrijeme;phrase;;Cijelo vrijeme je padala kiša.;Przez cały czas padał deszcz.;NO;;HR_1501_2000 time
1799;w tym samym czasie;u isto vrijeme;phrase;;Došli smo u isto vrijeme.;Przyszliśmy w tym samym czasie.;NO;;HR_1501_2000 time
1800;na czas;na vrijeme;phrase;;Stigli smo na vrijeme.;Zdążyliśmy na czas.;NO;;HR_1501_2000 time
1801;spóźniony;zakašnjeli;adjective;ž. zakašnjela;Zakašnjela isprika ne pomaže.;Spóźnione przeprosiny nie pomagają.;NO;;HR_1501_2000 adjective conversation
1802;przeprosiny;isprika;noun;rodzaj żeński;Prihvatio je moju ispriku.;Przyjął moje przeprosiny.;NO;;HR_1501_2000 noun conversation
1803;wyrozumiały;pun razumijevanja;phrase;razumijevanje zrozumienie;Šef je bio pun razumijevanja.;Szef był wyrozumiały.;NO;;HR_1501_2000 people work
1804;zrozumienie;razumijevanje;noun;rodzaj nijaki;Hvala na razumijevanju.;Dziękuję za zrozumienie.;NO;;HR_1501_2000 noun work conversation
1805;nieporozumienie;nesporazum;noun;rodzaj męski;Došlo je do nesporazuma.;Doszło do nieporozumienia.;NO;;HR_1501_2000 noun conversation
1806;wyjaśnić nieporozumienie;razjasniti nesporazum;phrase;razjasniti - razjasnim;Razjasnili smo nesporazum.;Wyjaśniliśmy nieporozumienie.;NO;;HR_1501_2000 conversation
1807;jasny (zrozumiały);jasan;adjective;ž. jasna;Je li ti sve jasno?;Czy wszystko jest ci jasne?;NO;;HR_1501_2000 adjective conversation
1808;niejasny;nejasan;adjective;ž. nejasna;Uputa je nejasna.;Instrukcja jest niejasna.;NO;;HR_1501_2000 adjective work
1809;instrukcja;uputa;noun;rodzaj żeński - też: upute mn.;Pročitaj upute prije uporabe.;Przeczytaj instrukcję przed użyciem.;NO;;HR_1501_2000 noun
1810;użycie;uporaba;noun;rodzaj żeński - nie upotreba;Uporaba je jednostavna.;Użycie jest proste.;NO;;HR_1501_2000 noun
1811;działanie (funkcja);funkcija;noun;rodzaj żeński;Ova funkcija mi ne treba.;Ta funkcja nie jest mi potrzebna.;NO;;HR_1501_2000 noun media
1812;ustawienia;postavke;noun;rodzaj żeński mn.;Promijeni jezik u postavkama.;Zmień język w ustawieniach.;NO;;HR_1501_2000 noun media
1813;aktualizacja;ažuriranje;noun;rodzaj nijaki;Ažuriranje traje pet minuta.;Aktualizacja trwa pięć minut.;NO;;HR_1501_2000 noun media
1814;instalować;instalirati;verb;1. os.: instaliram;Instalirao sam novu aplikaciju.;Zainstalowałem nową aplikację.;NO;;HR_1501_2000 verb media
1815;usuwać;obrisati;verb;1. os.: obrišem;Obriši te stare fotografije.;Usuń te stare zdjęcia.;NO;;HR_1501_2000 verb media
1816;zapisywać (plik);spremiti;verb;1. os.: spremim - znaczy też schować;Spremi dokument prije zatvaranja.;Zapisz dokument przed zamknięciem.;NO;;HR_1501_2000 verb work
1817;kopia zapasowa;sigurnosna kopija;noun;rodzaj żeński;Radim sigurnosnu kopiju svaki tjedan.;Robię kopię zapasową co tydzień.;NO;;HR_1501_2000 noun work
1818;drukarka;pisač;noun;rodzaj męski - nie štampač;Pisač je opet zapeo.;Drukarka znowu się zacięła.;NO;;HR_1501_2000 noun work
1819;zacinać się;zapeti;verb;3. os.: zapne;Vrata su zapela.;Drzwi się zacięły.;NO;;HR_1501_2000 verb home
1820;naciskać;pritisnuti;verb;1. os.: pritisnem;Pritisni zeleno dugme.;Naciśnij zielony przycisk.;NO;;HR_1501_2000 verb
1821;przycisk;dugme;noun;rodzaj nijaki - gen. dugmeta - też: tipka;Dugme za svjetlo je kod vrata.;Przycisk światła jest przy drzwiach.;NO;;HR_1501_2000 noun home
1822;kabel;kabel;noun;rodzaj męski - mn. kabeli;Kabel je prekratak.;Kabel jest za krótki.;NO;;HR_1501_2000 noun
1823;gniazdko;utičnica;noun;rodzaj żeński;Utičnica je iza kreveta.;Gniazdko jest za łóżkiem.;NO;;HR_1501_2000 noun home travel
